SLC9B2,KMT2E,
CPS1-IT1,PDE4B,
PLPP3,ELOVL5,
FAM13A,PRELID3B,
DNASE1L3,U2AF1,
EPB41L4A,ATP11B,
OLFML3,JMJD1C,
PFKFB1,STAG1,
RCL1,CXCL16,
RIDA,PMS2P5,
CCL21,CCDC94,
TMEM45A,CCT8,
SORL1,WHAMMP2,
MAT1A,TTN,
NPC1L1,PPM1A,
GCH1,FBRS,
SLC38A4,TLE4,
C1R,NAP1L5,
SLC13A5,HNRNPA1,
PCK2,SMC5,
CFHR3,ZFAND5,
CBS,CXXC5,
ELOVL6,CHD2,
CYP4F3,FOXN3,
SLC39A5,CPM,
PLG,PYROXD1,
CHST4,RAB18,
SLC25A15,VPS13B,
BMPER,GKAP1,
ACOX2,DCUN1D1,
AMDHD1,KMT2C,
TCP10L,EBF1,
CYP4A11,TDG,
DHODH,TAF5L,
ALDH1L1,ZNF609,
CSAD,FGD6,
PTH1R,LINC01578,
BEX1,SNHG8,
ADH6,DNAJB1,
SLC16A4,CNKSR2,
EGR1,ANKRD12,
ETNK2,NAA15,
SYTL5,MEF2A,
FNDC4,HP1BP3,
HPX,B2M,
TPPP2,HSPA9,
ACACB,SKP1,
SHBG,GSPT1,
ATOH8,FBXO33,
LOC101930322,LOC101928617,
PAMR1,MED13,
RUNDC3B,CHD7,
RBP5,NECAP2,
SKAP1,PTPRE,
PEMT,PIK3R1,
FABP1,TCF7L2,
MIR6778,NKTR,
DEPDC7,SFXN3,
PAIP2B,KLHL28,
ETFDH,BEX2,
SAMD5,FOXP1,
CDH19,PLEKHA5,
GCDH,RBM39,
SLC6A12,KRAS,
ENO3,CCL28,
PDE7B,NOCT,
MSRA,AFF3,
BAAT,SESN2,
TAT,KIAA0226L,
GRAMD1C,EIF4G2,
ZFP1,ITPKB,
DCXR,MPZL3,
ACADL,MOP-1,
SLC46A3,KRR1,
HP,ARHGAP24,
CA5A,SOS2,
MT2A,FAHD2CP,
MT1HL1,ZNF34,
SULT1E1,CD300LB,
ASS1,CFL2,
ADAMTS13,MIR6732,
LOC647115,SF3B6,
RCAN1,THRAP3,
SATB1,NAA16,
WDR72,CLCF1,
NR1I3,LUZP1,
OGDHL,ZDHHC2,
VIPR1,XPO7,
NR3C2,NFRKB,
ABCG2,EPT1,
MTTP,LINC-PINT,
COLEC10,ITCH,
ANKRD55,RIN3,
AZGP1,SRRM2,
CDA,EML6,
CLDN10,MXI1,
GPD1,XRCC6,
FGA,KDM2A,
FEZ1,COPA,
PALM2,VPS26A,
CYP4A22,REM2,
GCKR,RNF213,
AASS,WHSC1L1,
AZGP1P1,CCDC50,
HMGCS2,LOC106146153,
SLC7A2,DST,
BLOC1S1-RDH5,NMBR,
GPT2,PCBP2,
CXCL2,KIF16B,
NPW,OSBP,
ACMSD,SNX9,
FTCD,SIK3,
APOA5,NUDT11,
KDM8,RPP14,
SLC4A4,CPNE1,
CIDEB,CDADC1,
MASP2,LOC101929796,
CD1D,LOC100509457,
GSTZ1,C6orf226,
LOC100287413,NAB2,
MT1E,ARMCX1,
ID1,BCL2L11,
ASPA,SP3,
EPHX2,KYNU,
ECM1,METRNL,
HPGD,TNRC6C,
DIRAS3,BBX,
ABCB4,LOC101930107,
TIMD4,JUNB,
FCN2,RP2,
PLGLB1,ZNF274,
MCC,PCMTD1,
OTC,GFOD1,
LOC149703,2-Sep,
ADH1B,ADAM28,
HOGA1,GTF2A2,
EXOSC7,SUN1,
MT1H,RPS6KA5,
ITLN1,NFKBID,
PROZ,DUSP2,
HAL,ARF1,
FOLH1B,JDP2,
MT1X,JOSD1,
ADGRG7,FLJ46875,
SLC25A18,CLDN11,
LOC101927331,PI4K2A,
ANXA10,EXOC4,
FAM65C,DUX4L24,
CXCL12,ZFAND2A,
FBP1,ASB7,
ANGPTL6,LRRFIP1,
SRPX,USP53,
CDHR2,PDE4D,
ITIH4,CHD1L,
CYP2B7P,ASH1L-AS1,
NPY1R,SNORD50B,
PHYHD1,PPP1R15A,
GPM6A,TPPP3,
FETUB,TRIM11,
LDHD,PLK3,
HSD11B1,ARRDC3,
FXYD1,NFKBIA,
CTH,COTL1,
STAB2,CPEB4,
FREM2,LOC100506639,
PGLYRP2,TNRC6A,
MAGI2-AS3,MIR612,
SLC27A5,CEP95,
CYP1A1,YOD1,
CNTN3,TSPYL2,
ALB,LPXN,
FAM134B,SCML1,
KMO,B3GNT7,
IGFALS,CHMP4B,
HEPN1,SFTPC,
CFP,TRAK1,
ACSM5,NDUFAF5,
SMIM24,MED23,
LYVE1,GNAS,
C8A,PRKACB,
DCN,TCF4,
IL13RA2,VNN3,
AGXT2,SLC30A1,
RSPO3,SGK1,
HGFAC,CNST,
PRG4,C10orf76,
ZGPAT,ODF3B,
C6,MIR4657,
MT1G,ARMCX4,
F9,TNFRSF21,
AADAT,NUTM2B-AS1,
KBTBD11,PTEN,
CCL15-CCL14,SLC2A3,
MME,PTPRK,
KLKB1,PRKCE,
HPR,ITPRIP,
ADH1C,EZR,
ACSM3,UBE2D3,
MT1F,DYNC1H1,
SAA2-SAA4,IGHD,
CYP2A7,LRRFIP2,
CYP2C19,SNORD10,
GNMT,CCDC186,
ALDH8A1,C8orf60,
BHMT,ZAK,
LOC101928916,RRAGC,
MARCO,ZNF664,
CYP2A6,HIF1A,
GLYAT,BTG2,
MOGAT2,SLC22A5,
SLC10A1,KLF6,
TSLP,PRRC2C,
ESR1,VTI1A,
CETP,SLC43A2,
CFHR4,ITGAX,
CD5L,SYTL3,
CYP2B6,EML4,
HPD,DPF1,
BCO2,SLC25A36,
LPA,SYAP1,
ZG16,PFKFB3,
IDO2,YTHDC1,
RDH16,LINC00926,
PCK1,ZNF703,
ETNPPL,CCDC59,
SRD5A2,SEC14L1,
AKR1D1,MTPAP,
TMEM27,TRA2A,
FLJ22763,HECA,
CYP26A1,PRKAG2-AS1,
MFSD2A,ZNF451,
CLEC4G,EIF3C,
CLRN3,ABHD13,
LCAT,HIPK1,
BBOX1,LOC730268,
GLS2,SYF2,
THRSP,HCG18,
SLC25A47,NIPBL,
KCNN2,ZNF503,
CLEC4M,CPEB2,
CYP8B1,TMEM59,
C9,PTP4A1,
AFM,AHI1,
OIT3,SYS1,
HAO2,LOC644656,
CRHBP,LOC646626,
CXCL14,TMEM107,
GYS2,MAP3K8,
CYP1A2,PHC3,
FCN3,TRIM52-AS1,
C3P1,RNMT,
NAT2,SLC20A1,
SLC22A1,TOX4,
APOF,ATF7IP2,
LINC01093,TCEA1,
GBA3,ZNF639,
MT1M,PIKFYVE,
CNDP1,LOC114224,
TTC36,IKZF5,
LINC00844,RPL36A,
HAMP,ZNF836,
,GOLGA4,
,AIFM1,
,SLC2A14,
,IRS2,
,HSPD1,
,ZFYVE16,
,OTULIN,
,SNCA,
,ZBTB10,
,BMP1,
,ARMC8,
,LOC100134445,
,DENND1B,
,RTCA,
,PPARD,
,WDR1,
,AKAP8L,
,SMCHD1,
,C16orf87,
,RBM14,
,ATXN1,
,TFDP1,
,KLHL15,
,EIF5,
,ZNF331,
,SRSF11,
,ZCCHC2,
,EIF1,
,FCAR,
,HIST2H2AA4,
,ZBTB21,
,SRSF3,
,TECR,
,SKIL,
,DENND4C,
,SLC35F5,
,CCZ1B,
,SLC25A33,
,RABGEF1,
,GOLGA6A,
,SCAF4,
,UBXN7-AS1,
,DDX3Y,
,OTUD1,
,BAG4,
,AREG,
,SBDSP1,
,AHCTF1P1,
,AREL1,
,LATS1,
,ZNF326,
,C15orf48,
,FTH1,
,SECISBP2L,
,CCDC66,
,KLF4,
,COX4I1,
,WRNIP1,
,TFDP2,
,CNPY2,
,GGNBP2,
,RNF2,
,MAFF,
,PAPD5,
,SPTAN1,
,HLA-DPA1,
,PAIP1,
,JUND,
,CNTNAP2,
,SSH2,
,ETV3,
,YWHAH,
,SFXN1,
,RAD23B,
,GPX3,
,H2AFY,
,RGS1,
,SSX2B,
,CACUL1,
,OPRPN,
,GLE1,
,SLC25A37,
,TRAPPC2B,
,REV3L,
,CDKN1A,
,CYLD,
,EIF4G3,
,NDUFA10,
,SRGN,
,USP12,
,SLC25A29,
,NBR2,
,ZBTB11,
,LOC105372526,
,ZBTB20,
,SCFD1,
,SREK1,
,SFTPB,
,YME1L1,
,ZBTB43,
,LOC101928927,
,BOD1L1,
,ATG13,
,CCNL1,
,NRIP1,
,NFIL3,
,CREM,
,DIAPH1,
,MED26,
,S1PR2,
,C9orf72,
,PRR3,
,TACC1,
,ATG16L1,
,FBXW7,
,TRAF4,
,ZBED6,
,PLAUR,
,SETDB2,
,MALAT1,
,TPP2,
,CSNK1E,
,ISLR,
,NLRP3,
,TRAPPC10,
,SNORA21,
,ALMS1-IT1,
,RGPD6,
,PCP4,
,BCL10,
,HIST1H1D,
,LRRC70,
,PCIF1,
,EPC1,
,ZFC3H1,
,B4GALT1,
,MIR4738,
,SRGAP2,
,APOL1,
,ATP1B1,
,TPM3,
,CDC42,
,TSC22D2,
,PRKRA,
,C15orf39,
,KIF13A,
,REEP2,
,PMS1,
,FOSL2,
,ADRB1,
,RAB20,
,STRAP,
,SYNGR1,
,LOC145474,
,CREBRF,
,ERMN,
,COQ2,
,WIPF1,
,EP400,
,HBP1,
,ATP5C1,
,GABARAPL1,
,FNIP1,
,HSPC102,
,PSMB7,
,POU4F3,
,SDE2,
,LONRF1,
,SPEN,
,LOC101060386,
,OPRM1,
,ATP2B4,
,MTSS1,
,JMY,
,SF1,
,SWAP70,
,LOC101929134,
,TMCC1,
,RHOQ,
,TP53INP2,
,NXT1,
,STAT3,
,GZF1,
,EIF4E,
,ZBTB24,
,SIRT2,
,MPHOSPH6,
,IFNGR1,
,KBTBD2,
,PDCD4,
,NR4A3,
,FUS,
,MORF4L2,
,UBE2B,
,RGPD2,
,ZFAND6,
,KLHL20,
,VEGFA,
,DYNLL2,
,NRIP3,
,CDC42-IT1,
,ZMYM2,
,RMND5A,
,FAM3C,
,IFRD1,
,SEC61B,
,RHOH,
,ADM,
,RC3H2,
,OPA1,
,ATF3,
,LOC643549,
,LOC101930415,
,TRA2B,
,RHOU,
,PHACTR1,
,PMAIP1,
,RPPH1,
,CUL1,
,BTG1,
,GRASP,
,QKI,
,RBM19,
,HLCS,
,COL4A3,
,NPIPA5,
,STXBP3,
,SNORA28,
,DICER1,
,SSBP1,
,TRIO,
,DOCK4,
,TOB1,
,CUL4A,
,POLB,
,SQSTM1,
,POLA2,
,ICOSLG,
,C9orf47,
,DCLRE1A,
,SLC19A1,
,PROSC,
,MYNN,
,MEX3C,
,TCP11L2,
,RNF103,
,LOC399900,
,LATS2,
,NR4A1,
,ENOSF1,
,IFNG,
,LINC00936,
,JUN,
,CYCS,
,THBS1,
,PLK2,
,FOSB,
,SNORD3D,
,UTS2,
,OSM,
,HLA-DRB4,
,NR4A2,
,TFF3,
,DAO,
,ELF2,
,BRE-AS1,
,CXCL8,
,G0S2,
,GAS2L1,
,HBEGF,
